,Student_ID,Age,Gender,Academic_Level,Avg_Daily_Usage_Hours,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Platform_Group_Messenger,Platform_Group_Others,Platform_Group_Social_Media
429,430,21,0,2,4.3,1,7.9,6,3,7,False,False,True
430,431,20,1,1,4.1,1,7.8,6,3,7,False,False,True
431,432,22,0,2,2.9,0,8.9,8,2,4,False,False,True
432,433,19,1,1,3.8,1,8.1,7,3,6,False,False,True
433,434,21,0,2,6.9,1,5.4,5,4,8,True,False,False
434,435,20,1,1,2.8,0,9.0,8,2,4,False,False,True
435,436,22,0,2,4.4,1,7.8,6,3,7,False,False,True
436,437,19,1,1,7.9,1,4.4,5,4,9,False,False,True
437,438,21,0,2,6.7,1,5.5,6,3,7,True,False,False
438,439,20,1,1,3.4,0,8.6,7,2,5,False,False,True
439,440,22,0,2,4.2,1,8.0,6,3,7,False,False,True
440,441,19,1,1,4.0,1,7.9,6,3,7,False,False,True
441,442,21,0,2,2.8,0,9.0,8,2,4,False,False,True
442,443,20,1,1,3.7,1,8.2,7,3,6,False,False,True
443,444,22,0,2,7.0,1,5.3,5,4,8,True,False,False
444,445,19,1,1,2.7,0,9.1,8,2,4,False,False,True
445,446,21,0,2,4.3,1,7.9,6,3,7,False,False,True
446,447,20,1,1,8.0,1,4.3,5,4,9,False,False,True
447,448,22,0,2,6.8,1,5.4,6,3,7,True,False,False
448,449,19,1,1,3.3,0,8.7,7,2,5,False,False,True
449,450,21,0,2,4.1,1,8.1,6,3,7,False,False,True
450,451,20,1,1,3.9,1,8.0,6,3,7,False,False,True
451,452,22,0,2,2.7,0,9.1,8,2,4,False,False,True
452,453,19,1,1,3.6,1,8.3,7,3,6,False,False,True
453,454,21,0,2,7.1,1,5.2,5,4,8,True,False,False
454,455,20,1,1,2.6,0,9.2,8,2,4,False,False,True
455,456,22,0,2,4.2,1,8.0,6,3,7,False,False,True
456,457,19,1,1,8.1,1,4.2,5,4,9,False,False,True
457,458,21,0,2,6.9,1,5.3,6,3,7,True,False,False
458,459,20,1,1,3.2,0,8.8,7,2,5,False,False,True
459,460,22,0,2,4.0,1,8.2,6,3,7,False,False,True
460,461,19,1,1,3.8,1,8.1,6,3,7,False,False,True
461,462,21,0,2,2.6,0,9.2,8,2,4,False,False,True
462,463,20,1,1,3.5,1,8.4,7,3,6,False,False,True
463,464,22,0,2,7.2,1,5.1,5,4,8,True,False,False
464,465,19,1,1,2.5,0,9.3,8,2,4,False,False,True
465,466,21,0,2,4.1,1,8.1,6,3,7,False,False,True
466,467,20,1,1,8.2,1,4.1,5,4,9,False,False,True
467,468,22,0,2,7.0,1,5.2,6,3,7,True,False,False
468,469,19,1,1,3.1,0,8.9,7,2,5,False,False,True
469,470,21,0,2,3.9,1,8.3,6,3,7,False,False,True
470,471,20,1,1,3.7,1,8.2,6,3,7,False,False,True
471,472,22,0,2,2.5,0,9.3,8,2,4,False,False,True
472,473,19,1,1,3.4,1,8.5,7,3,6,False,False,True
473,474,21,0,2,7.3,1,5.0,5,4,8,True,False,False
474,475,20,1,1,2.4,0,9.4,8,2,4,False,False,True
475,476,22,0,2,4.0,1,8.2,6,3,7,False,False,True
476,477,19,1,1,8.3,1,4.0,5,4,9,False,False,True
477,478,21,0,2,7.1,1,5.1,6,3,7,True,False,False
478,479,20,1,1,3.0,0,9.0,7,2,5,False,False,True
479,480,22,0,2,3.8,1,8.4,6,3,7,False,False,True
480,481,19,1,1,3.6,1,8.3,6,3,7,False,False,True
481,482,21,0,2,2.4,0,9.4,8,2,4,False,False,True
482,483,20,1,1,3.3,1,8.6,7,3,6,False,False,True
483,484,22,0,2,7.4,1,4.9,5,4,8,True,False,False
484,485,19,1,1,2.3,0,9.5,8,2,4,False,False,True
485,486,21,0,2,3.9,1,8.3,6,3,7,False,False,True
486,487,20,1,1,8.4,1,3.9,5,4,9,False,False,True
487,488,22,0,2,7.2,1,5.0,6,3,7,True,False,False
488,489,19,1,1,2.9,0,9.1,7,2,5,False,False,True
489,490,21,0,2,3.7,1,8.5,6,3,7,False,False,True
490,491,20,1,1,3.5,1,8.4,6,3,7,False,False,True
491,492,22,0,2,2.3,0,9.5,8,2,4,False,False,True
492,493,19,1,1,3.2,1,8.7,7,3,6,False,False,True
493,494,21,0,2,7.5,1,4.8,5,4,8,True,False,False
494,495,20,1,1,2.2,0,9.6,8,2,4,False,False,True
495,496,22,0,2,3.8,1,8.4,6,3,7,False,False,True
496,497,19,1,1,8.5,1,3.8,5,4,9,False,False,True
497,498,21,0,2,7.3,1,4.9,6,3,7,True,False,False
498,499,20,1,1,2.8,0,9.2,7,2,5,False,False,True
499,500,22,0,2,3.6,1,8.6,6,3,7,False,False,True
500,501,19,1,1,6.2,1,6.3,6,3,7,True,False,False
501,502,21,0,2,4.5,0,7.8,7,2,5,True,False,False
502,503,20,1,1,3.8,0,8.2,8,2,4,False,False,True
503,504,22,0,2,4.7,1,7.5,7,3,6,False,False,True
504,505,19,1,1,5.1,1,7.0,6,3,7,False,False,True
505,506,21,0,2,5.5,1,6.8,6,3,7,True,False,False
506,507,20,1,1,6.5,1,6.5,5,4,8,False,False,True
507,508,22,0,2,4.2,0,7.9,7,2,5,False,False,True
508,509,19,1,1,6.8,1,6.0,5,4,8,True,False,False
509,510,21,0,2,4.8,1,7.4,7,3,6,False,False,True
510,511,20,1,1,6.1,1,6.4,6,3,7,False,False,True
511,512,22,0,2,4.4,0,7.9,7,2,5,True,False,False
512,513,19,1,1,3.7,0,8.3,8,2,4,False,False,True
513,514,21,0,2,4.6,1,7.6,7,3,6,False,False,True
514,515,20,1,1,5.2,1,6.9,6,3,7,False,False,True
515,516,22,0,2,5.6,1,6.7,6,3,7,True,False,False
516,517,19,1,1,6.6,1,6.4,5,4,8,False,False,True
517,518,21,0,2,4.1,0,8.0,7,2,5,False,False,True
518,519,20,1,1,6.9,1,5.9,5,4,8,True,False,False
519,520,22,0,2,4.7,1,7.5,7,3,6,False,False,True
520,521,19,1,1,6.0,1,6.5,6,3,7,True,False,False
521,522,21,0,2,4.3,0,8.0,7,2,5,True,False,False
522,523,20,1,1,3.6,0,8.4,8,2,4,False,False,True
523,524,22,0,2,4.5,1,7.7,7,3,6,False,False,True
524,525,19,1,1,5.3,1,6.8,6,3,7,False,False,True
525,526,21,0,2,5.7,1,6.6,6,3,7,True,False,False
526,527,20,1,1,6.7,1,6.3,5,4,8,False,False,True
527,528,22,0,2,4.0,0,8.1,7,2,5,False,False,True
528,529,19,1,1,7.0,1,5.8,5,4,8,True,False,False
529,530,21,0,2,4.6,1,7.6,7,3,6,False,False,True
530,531,20,1,1,5.9,1,6.6,6,3,7,False,False,True
531,532,22,0,2,4.2,0,8.1,7,2,5,True,False,False
532,533,19,1,1,3.5,0,8.5,8,2,4,False,False,True
533,534,21,0,2,4.4,1,7.8,7,3,6,False,False,True
534,535,20,1,1,5.4,1,6.7,6,3,7,False,False,True
535,536,22,0,2,5.8,1,6.5,6,3,7,True,False,False
536,537,19,1,1,6.8,1,6.2,5,4,8,False,False,True
537,538,21,0,2,3.9,0,8.2,7,2,5,False,False,True
538,539,20,1,1,7.1,1,5.7,5,4,8,True,False,False
539,540,22,0,2,4.5,1,7.7,7,3,6,False,False,True
540,541,19,1,1,5.8,1,6.7,6,3,7,True,False,False
541,542,21,0,2,4.1,0,8.2,7,2,5,True,False,False
542,543,20,1,1,3.4,0,8.6,8,2,4,False,False,True
543,544,22,0,2,4.3,1,7.9,7,3,6,False,False,True
544,545,19,1,1,5.5,1,6.6,6,3,7,False,False,True
545,546,21,0,2,5.9,1,6.4,6,3,7,True,False,False
546,547,20,1,1,6.9,1,6.1,5,4,8,False,False,True
547,548,22,0,2,3.8,0,8.3,7,2,5,False,False,True
548,549,19,1,1,7.2,1,5.6,5,4,8,True,False,False
549,550,21,0,2,4.4,1,7.8,7,3,6,False,False,True
550,551,20,1,1,5.7,1,6.8,6,3,7,False,False,True
551,552,22,0,2,4.0,0,8.3,7,2,5,True,False,False
552,553,19,1,1,3.3,0,8.7,8,2,4,False,False,True
553,554,21,0,2,4.2,1,8.0,7,3,6,False,False,True
554,555,20,1,1,5.6,1,6.5,6,3,7,False,False,True
555,556,22,0,2,6.0,1,6.3,6,3,7,True,False,False
556,557,19,1,1,7.0,1,6.0,5,4,8,False,False,True
557,558,21,0,2,3.7,0,8.4,7,2,5,False,False,True
558,559,20,1,1,7.3,1,5.5,5,4,8,True,False,False
559,560,22,0,2,4.3,1,7.9,7,3,6,False,False,True
560,561,19,1,1,5.6,1,6.9,6,3,7,True,False,False
561,562,21,0,2,3.9,0,8.4,7,2,5,True,False,False
562,563,20,1,1,3.2,0,8.8,8,2,4,False,False,True
563,564,22,0,2,4.1,1,8.1,7,3,6,False,False,True
564,565,19,1,1,5.7,1,6.4,6,3,7,False,False,True
565,566,21,0,2,6.1,1,6.2,6,3,7,True,False,False
566,567,20,1,1,7.1,1,5.9,5,4,8,False,False,True
567,568,22,0,2,3.6,0,8.5,7,2,5,False,False,True
568,569,19,1,1,7.4,1,5.4,5,4,8,True,False,False
569,570,21,0,2,4.2,1,8.0,7,3,6,False,False,True
570,571,20,1,1,6.1,1,7.2,5,4,7,False,False,True
571,572,23,0,2,3.8,0,7.8,8,2,4,False,False,True
572,573,19,1,1,5.5,1,6.8,6,4,8,False,False,True
573,574,22,0,2,7.2,1,5.9,4,5,9,False,False,True
574,575,21,1,1,4.2,0,7.5,7,2,5,False,False,True
575,576,24,0,2,6.8,1,6.2,5,4,8,False,False,True
576,577,20,1,1,5.9,1,6.7,6,3,7,False,False,True
577,578,22,0,2,6.5,1,6.1,5,4,8,False,False,True
578,579,19,1,1,4.7,0,7.4,7,2,5,False,False,True
579,580,23,0,2,5.2,1,7.0,6,3,6,False,False,True
580,581,21,1,1,6.3,1,6.4,5,4,8,False,False,True
581,582,24,0,2,4.9,0,7.3,7,2,5,False,False,True
582,583,20,1,1,6.7,1,6.0,5,4,8,False,False,True
583,584,22,0,2,5.8,1,6.5,6,3,7,True,False,False
584,585,19,1,1,4.5,0,7.6,8,2,4,False,False,True
585,586,23,0,2,6.4,1,6.3,5,4,8,False,False,True
586,587,21,1,1,4.1,0,7.7,7,2,5,False,False,True
587,588,24,0,2,6.6,1,6.2,5,4,8,False,False,True
588,589,20,1,1,4.4,0,7.4,7,2,5,False,False,True
589,590,22,0,2,5.7,1,6.8,6,3,7,False,False,True
590,591,19,1,1,7.0,1,5.8,4,5,9,False,False,True
591,592,23,0,2,4.3,0,7.5,7,2,5,False,False,True
592,593,21,1,1,6.9,1,6.1,5,4,8,False,False,True
593,594,24,0,2,5.6,1,6.9,6,3,7,False,False,True
594,595,20,1,1,6.2,1,6.3,5,4,8,False,False,True
595,596,21,0,1,5.8,1,6.7,6,3,7,False,False,True
596,597,23,1,2,4.9,0,7.3,7,2,5,False,False,True
597,598,20,0,1,6.4,1,6.2,5,4,8,False,False,True
598,599,22,1,2,5.1,0,7.1,7,2,5,False,False,True
599,600,19,0,1,6.7,1,6.0,4,4,8,False,False,True
600,601,24,1,2,5.5,1,6.8,6,3,7,True,False,False
601,602,21,0,1,4.3,0,7.6,8,2,4,False,False,True
602,603,23,1,2,6.2,1,6.4,5,4,8,False,False,True
603,604,20,0,1,4.5,0,7.4,7,2,5,False,False,True
604,605,22,1,2,6.3,1,6.3,5,4,8,False,False,True
605,606,19,0,1,4.7,0,7.2,7,2,5,False,False,True
606,607,24,1,2,5.9,1,6.6,6,3,7,False,False,True
607,608,21,0,1,7.1,1,5.7,4,5,9,False,False,True
608,609,23,1,2,4.4,0,7.4,7,2,5,False,False,True
609,610,20,0,1,6.6,1,6.2,5,4,8,False,False,True
610,611,22,1,2,5.4,1,6.9,6,3,7,False,False,True
611,612,19,0,1,6.5,1,6.1,5,4,8,False,False,True
612,613,24,1,2,4.8,0,7.3,7,2,5,False,False,True
613,614,21,0,1,5.7,1,6.7,6,3,7,False,False,True
614,615,23,1,2,6.1,1,6.4,5,4,8,False,False,True
615,616,20,0,1,4.6,0,7.2,7,2,5,False,False,True
616,617,22,1,2,6.8,1,5.9,4,5,9,False,False,True
617,618,19,0,1,5.6,1,6.8,6,3,7,True,False,False
618,619,24,1,2,4.2,0,7.5,8,2,4,False,False,True
619,620,21,0,1,6.3,1,6.3,5,4,8,False,False,True
620,621,23,1,2,4.4,0,7.4,7,2,5,False,False,True
621,622,20,0,1,6.5,1,6.2,5,4,8,False,False,True
622,623,22,1,2,4.6,0,7.3,7,2,5,False,False,True
623,624,19,0,1,5.8,1,6.6,6,3,7,False,False,True
624,625,24,1,2,7.0,1,5.8,4,5,9,False,False,True
625,626,21,0,1,4.5,0,7.3,7,2,5,False,False,True
626,627,23,1,2,6.7,1,6.1,5,4,8,False,False,True
627,628,20,0,1,5.5,1,6.8,6,3,7,False,False,True
628,629,22,1,2,6.4,1,6.2,5,4,8,False,False,True
629,630,19,0,1,4.7,0,7.2,7,2,5,False,False,True
630,631,24,1,2,5.6,1,6.7,6,3,7,False,False,True
631,632,21,0,1,6.2,1,6.3,5,4,8,False,False,True
632,633,23,1,2,4.8,0,7.1,7,2,5,False,False,True
633,634,20,0,1,6.9,1,5.9,4,5,9,False,False,True
634,635,22,1,2,5.7,1,6.7,6,3,7,True,False,False
635,636,19,0,1,4.4,0,7.4,8,2,4,False,False,True
636,637,24,1,2,6.1,1,6.4,5,4,8,False,False,True
637,638,21,0,1,4.3,0,7.5,7,2,5,False,False,True
638,639,23,1,2,6.4,1,6.2,5,4,8,False,False,True
639,640,20,0,1,4.5,0,7.3,7,2,5,False,False,True
640,641,22,1,2,5.9,1,6.5,6,3,7,False,False,True
641,642,19,0,1,7.2,1,5.7,4,5,9,False,False,True
642,643,24,1,2,4.6,0,7.2,7,2,5,False,False,True
643,644,21,0,1,6.8,1,6.0,5,4,8,False,False,True
644,645,23,1,2,5.3,1,6.8,6,3,7,False,False,True
645,646,22,0,2,6.3,1,6.2,5,4,8,False,False,True
646,647,20,1,1,4.8,0,7.1,7,2,5,False,False,True
647,648,23,0,2,5.7,1,6.6,6,3,7,False,False,True
648,649,21,1,1,6.2,1,6.3,5,4,8,False,False,True
649,650,24,0,2,4.7,0,7.2,7,2,5,False,False,True
650,651,19,1,1,6.8,1,5.9,4,5,9,False,False,True
651,652,22,0,2,5.6,1,6.7,6,3,7,True,False,False
652,653,20,1,1,4.3,0,7.5,8,2,4,False,False,True
653,654,23,0,2,6.2,1,6.3,5,4,8,False,False,True
654,655,21,1,1,4.4,0,7.4,7,2,5,False,False,True
655,656,24,0,2,6.5,1,6.1,5,4,8,False,False,True
656,657,19,1,1,4.6,0,7.3,7,2,5,False,False,True
657,658,22,0,2,5.8,1,6.6,6,3,7,False,False,True
658,659,20,1,1,7.1,1,5.8,4,5,9,False,False,True
659,660,23,0,2,4.5,0,7.3,7,2,5,False,False,True
660,661,21,1,1,6.7,1,6.0,5,4,8,False,False,True
661,662,24,0,2,5.4,1,6.8,6,3,7,False,False,True
662,663,19,1,1,6.4,1,6.2,5,4,8,False,False,True
663,664,22,0,2,4.7,0,7.2,7,2,5,False,False,True
664,665,20,1,1,5.6,1,6.7,6,3,7,False,False,True
665,666,23,0,2,6.3,1,6.2,5,4,8,False,False,True
666,667,21,1,1,4.8,0,7.1,7,2,5,False,False,True
667,668,24,0,2,6.9,1,5.9,4,5,9,False,False,True
668,669,19,1,1,5.7,1,6.7,6,3,7,True,False,False
669,670,22,0,2,4.4,0,7.4,8,2,4,False,False,True
670,671,20,1,1,6.1,1,6.4,5,4,8,False,False,True
671,672,23,0,2,4.3,0,7.5,7,2,5,False,False,True
672,673,21,1,1,6.4,1,6.2,5,4,8,False,False,True
673,674,24,0,2,4.5,0,7.3,7,2,5,False,False,True
674,675,19,1,1,5.9,1,6.5,6,3,7,False,False,True
675,676,22,0,2,7.2,1,5.7,4,5,9,False,False,True
676,677,20,1,1,4.6,0,7.2,7,2,5,False,False,True
677,678,23,0,2,6.8,1,6.0,5,4,8,False,False,True
678,679,21,1,1,5.3,1,6.8,6,3,7,False,False,True
679,680,24,0,2,6.2,1,6.3,5,4,8,False,False,True
680,681,19,1,1,4.7,0,7.2,7,2,5,False,False,True
681,682,22,0,2,5.8,1,6.6,6,3,7,False,False,True
682,683,20,1,1,6.1,1,6.4,5,4,8,False,False,True
683,684,23,0,2,4.8,0,7.1,7,2,5,False,False,True
684,685,21,1,1,6.7,1,6.0,4,5,9,False,False,True
685,686,24,0,2,5.5,1,6.8,6,3,7,True,False,False
686,687,19,1,1,4.2,0,7.5,8,2,4,False,False,True
687,688,22,0,2,6.3,1,6.2,5,4,8,False,False,True
688,689,20,1,1,4.4,0,7.4,7,2,5,False,False,True
689,690,23,0,2,6.5,1,6.1,5,4,8,False,False,True
690,691,21,1,1,4.6,0,7.3,7,2,5,False,False,True
691,692,24,0,2,5.9,1,6.5,6,3,7,False,False,True
692,693,19,1,1,7.0,1,5.8,4,5,9,False,False,True
693,694,22,0,2,4.5,0,7.3,7,2,5,False,False,True
694,695,20,1,1,6.6,1,6.1,5,4,8,False,False,True
695,696,23,0,2,5.5,1,6.7,6,3,7,False,False,True
696,697,21,1,1,6.3,1,6.2,5,4,8,False,False,True
697,698,24,0,2,4.8,0,7.1,7,2,5,False,False,True
698,699,19,1,1,5.7,1,6.6,6,3,7,False,False,True
699,700,22,0,2,6.2,1,6.3,5,4,8,False,False,True
700,701,20,1,1,4.7,0,7.2,7,2,5,False,False,True
701,702,23,0,2,6.8,1,5.9,4,5,9,False,False,True
702,703,21,1,1,5.6,1,6.7,6,3,7,True,False,False
703,704,24,0,2,4.3,0,7.5,8,2,4,False,False,True
704,705,19,1,1,6.2,1,6.3,5,4,8,False,False,True
